timeindex,profile_heat,profile_hotwater,profile_load,profile_STH_load
2023-01-01T00:57:00Z,"0,00026125668679646",0,"0,00",0
2023-01-01T00:58:00Z,"0,00024998679050328",0,"0,00",0
2023-01-01T00:59:00Z,"0,000238204626196773",0,"0,00",0
2023-01-01T01:00:00Z,"0,000229496069970224",0,"0,00",0
2023-01-01T01:01:00Z,"0,00022437338983696",0,"0,00",0
2023-01-01T01:02:00Z,"0,000223861121823634",0,"0,00",0
2023-01-01T01:03:00Z,"0,000228471533943571",0,"0,00",0
2023-01-01T01:04:00Z,"0,000234618750103488",0,"0,00",0
2023-01-01T01:05:00Z,"0,000246400914409995",0,"0,00",0
2023-01-01T01:06:00Z,"0,000256646274676523",0,"0,00",0
2023-01-01T01:07:00Z,"0,000259207614743155",0,"0,00",0
2023-01-01T01:08:00Z,"0,000258695346729829",0,"0,00",0
2023-01-01T01:09:00Z,"0,000248449986463301",0,"0,00",0
2023-01-01T01:10:00Z,"0,000220275245730349",0,"0,00",0
2023-01-01T01:11:00Z,"0,000158290816117855",0,"0,00",0
2023-01-01T01:12:00Z,"0,000126017931278293",0,"0,00",0
2023-01-01T01:13:00Z,"0,00012657615782516",0,"0,00",0
2023-01-01T01:14:00Z,"0,000130428475672013",0,"0,00",0
2023-01-01T01:15:00Z,"0,000133730462397887",0,"0,00",0
2023-01-01T01:16:00Z,"0,000144186753696487",0,"0,00",0
2023-01-01T01:17:00Z,"0,000171703309745435",0,"0,00",0
2023-01-01T01:18:00Z,"0,000246548342198573",0,"0,00",0
2023-01-01T01:19:00Z,"0,000317541056804858",0,"0,00",0
2023-01-01T01:20:00Z,"0,0002955278119657",0,"0,00",0
2023-01-01T01:21:00Z,"0,000280668871699268",0,"0,00",0
2023-01-01T01:22:00Z,"0,000268561587037732",0,"0,00",0
2023-01-01T01:23:00Z,"0,000255903971255215",0,"0,00",0
2023-01-01T01:24:00Z,"0,000246548342198573",0,"0,00",0
2023-01-01T01:25:00Z,"0,000241045030988783",0,"0,00",0
2023-01-01T01:26:00Z,"0,000240494699867804",0,"0,00",0
2023-01-01T01:27:00Z,"0,000245447679956615",0,"0,00",0
2023-01-01T01:28:00Z,"0,000252051653408363",0,"0,00",0
2023-01-01T01:29:00Z,"0,000264709269190879",0,"0,00",0
2023-01-01T01:30:00Z,"0,000275715891610458",0,"0,00",0
2023-01-01T01:31:00Z,"0,000278467547215352",0,"0,00",0
2023-01-01T01:32:00Z,"0,000277917216094373",0,"0,00",0
2023-01-01T01:33:00Z,"0,000266910593674795",0,"0,00",0
2023-01-01T01:34:00Z,"0,000236642382020952",0,"0,00",0
2023-01-01T01:35:00Z,"0,000170052316382498",0,"0,00",0
2023-01-01T01:36:00Z,"0,000135381455760824",0,"0,00",0
2023-01-01T01:37:00Z,"0,000134808738819665",0,"0,00",0
2023-01-01T01:38:00Z,"0,000138911613479394",0,"0,00",0
2023-01-01T01:39:00Z,"0,000142428363187733",0,"0,00",0
2023-01-01T01:40:00Z,"0,00015356473726414",0,"0,00",0
2023-01-01T01:41:00Z,"0,000182870984833632",0,"0,00",0
2023-01-01T01:42:00Z,"0,000262583978222651",0,"0,00",0
2023-01-01T01:43:00Z,"0,000338194096951942",0,"0,00",0
2023-01-01T01:44:00Z,"0,000314749098896348",0,"0,00",0
2023-01-01T01:45:00Z,"0,000298923725208822",0,"0,00",0
2023-01-01T01:46:00Z,"0,000286028976278245",0,"0,00",0
2023-01-01T01:47:00Z,"0,000272548102396279",0,"0,00",0
2023-01-01T01:48:00Z,"0,000262583978222651",0,"0,00",0
2023-01-01T01:49:00Z,"0,000256722728708753",0,"0,00",0
2023-01-01T01:50:00Z,"0,000256136603757363",0,"0,00",0
2023-01-01T01:51:00Z,"0,000261411728319872",0,"0,00",0
2023-01-01T01:52:00Z,"0,00026844522773655",0,"0,00",0
2023-01-01T01:53:00Z,"0,000281926101618517",0,"0,00",0
2023-01-01T01:54:00Z,"0,000293648600646313",0,"0,00",0
2023-01-01T01:55:00Z,"0,000296579225403263",0,"0,00",0
2023-01-01T01:56:00Z,"0,000295993100451873",0,"0,00",0
2023-01-01T01:57:00Z,"0,000284270601424076",0,"0,00",0
2023-01-01T01:58:00Z,"0,000252033729097634",0,"0,00",0
2023-01-01T01:59:00Z,"0,000181112609979463",0,"0,00",0
2023-01-01T02:00:00Z,"0,000144186738041902",0,"0,00",0
2023-01-01T02:01:00Z,"0,000184766136689138",0,"0,00",0
2023-01-01T02:02:00Z,"0,000187586993737827",0,"0,00",0
2023-01-01T02:03:00Z,"0,000193228707835205",0,"0,00",0
2023-01-01T02:04:00Z,"0,00020380692176779",0,"0,00",0
2023-01-01T02:05:00Z,"0,00023483634930337",0,"0,00",0
2023-01-01T02:06:00Z,"0,000303242132734081",0,"0,00",0
2023-01-01T02:07:00Z,"0,000388573058456927",0,"0,00",0
2023-01-01T02:08:00Z,"0,000359659273707864",0,"0,00",0
2023-01-01T02:09:00Z,"0,000350491488299624",0,"0,00",0
2023-01-01T02:10:00Z,"0,00033991327436704",0,"0,00",0
2023-01-01T02:11:00Z,"0,000329335060434456",0,"0,00",0
2023-01-01T02:12:00Z,"0,000314525560928838",0,"0,00",0
2023-01-01T02:13:00Z,"0,000309589061093632",0,"0,00",0
2023-01-01T02:14:00Z,"0,000306768204044943",0,"0,00",0
2023-01-01T02:15:00Z,"0,000315935989453183",0,"0,00",0
2023-01-01T02:16:00Z,"0,000321577703550561",0,"0,00",0
2023-01-01T02:17:00Z,"0,000339208060104868",0,"0,00",0
2023-01-01T02:18:00Z,"0,000344849774202246",0,"0,00",0
2023-01-01T02:19:00Z,"0,000346260202726591",0,"0,00",0
2023-01-01T02:20:00Z,"0,000341323702891385",0,"0,00",0
2023-01-01T02:21:00Z,"0,000328629846172283",0,"0,00",0
2023-01-01T02:22:00Z,"0,000291958704539325",0,"0,00",0
2023-01-01T02:23:00Z,"0,000224258135370786",0,"0,00",0
2023-01-01T02:24:00Z,"0,000191818279310861",0,"0,00",0
2023-01-01T02:25:00Z,"0,00014504867745731",0,"0,00",0
2023-01-01T02:26:00Z,"0,000149463202423402",0,"0,00",0
2023-01-01T02:27:00Z,"0,000153247080965767",0,"0,00",0
2023-01-01T02:28:00Z,"0,000165229363016588",0,"0,00",0
2023-01-01T02:29:00Z,"0,00019676168420296",0,"0,00",0
2023-01-01T02:30:00Z,"0,000282529597829891",0,"0,00",0
2023-01-01T02:31:00Z,"0,00036388298649073",0,"0,00",0
2023-01-01T02:32:00Z,"0,000338657129541632",0,"0,00",0
2023-01-01T02:33:00Z,"0,000321629676100992",0,"0,00",0
2023-01-01T02:34:00Z,"0,000307755454778988",0,"0,00",0
2023-01-01T02:35:00Z,"0,000293250587033257",0,"0,00",0
2023-01-01T02:36:00Z,"0,000282529597829891",0,"0,00",0
2023-01-01T02:37:00Z,"0,000276223133592616",0,"0,00",0
2023-01-01T02:38:00Z,"0,000275592487168889",0,"0,00",0
2023-01-01T02:39:00Z,"0,000281268304982436",0,"0,00",0
2023-01-01T02:40:00Z,"0,000288836062067165",0,"0,00",0
2023-01-01T02:41:00Z,"0,000303340929812896",0,"0,00",0
2023-01-01T02:42:00Z,"0,000315953858287445",0,"0,00",0
2023-01-01T02:43:00Z,"0,000319107090406082",0,"0,00",0
2023-01-01T02:44:00Z,"0,000318476443982354",0,"0,00",0
2023-01-01T02:45:00Z,"0,000305863515507806",0,"0,00",0
2023-01-01T02:46:00Z,"0,000271177962202797",0,"0,00",0
2023-01-01T02:47:00Z,"0,000194869744931777",0,"0,00",0
2023-01-01T02:48:00Z,"0,000155139020236949",0,"0,00",0
2023-01-01T02:49:00Z,"0,000125021436337656",0,"0,00",0
2023-01-01T02:50:00Z,"0,00012882643657402",0,"0,00",0
2023-01-01T02:51:00Z,"0,000132087865348045",0,"0,00",0
2023-01-01T02:52:00Z,"0,000142415723132461",0,"0,00",0
2023-01-01T02:53:00Z,"0,000169594296249343",0,"0,00",0
2023-01-01T02:54:00Z,"0,000243520015127261",0,"0,00",0
2023-01-01T02:55:00Z,"0,000313640733768816",0,"0,00",0
2023-01-01T02:56:00Z,"0,00029189787527531",0,"0,00",0
2023-01-01T02:57:00Z,"0,000277221445792194",0,"0,00",0
2023-01-01T02:58:00Z,"0,000265262873620766",0,"0,00",0
2023-01-01T02:59:00Z,"0,000252760729987001",0,"0,00",0
2023-01-01T03:00:00Z,"0,000243520015127261",0,"0,00",0
2023-01-01T03:01:00Z,"0,000238084300503884",0,"0,00",0
2023-01-01T03:02:00Z,"0,000237540729041547",0,"0,00",0
2023-01-01T03:03:00Z,"0,000242432872202585",0,"0,00",0
2023-01-01T03:04:00Z,"0,000248955729750637",0,"0,00",0
2023-01-01T03:05:00Z,"0,000261457873384403",0,"0,00",0
2023-01-01T03:06:00Z,"0,000272329302631156",0,"0,00",0
2023-01-01T03:07:00Z,"0,000275047159942844",0,"0,00",0
2023-01-01T03:08:00Z,"0,000274503588480506",0,"0,00",0
2023-01-01T03:09:00Z,"0,000263632159233754",0,"0,00",0
2023-01-01T03:10:00Z,"0,000233735728805183",0,"0,00",0
2023-01-01T03:11:00Z,"0,000167963581862329",0,"0,00",0
2023-01-01T03:12:00Z,"0,000133718579735059",0,"0,00",0
2023-01-01T03:13:00Z,"8,48E-05",0,"0,00",0
2023-01-01T03:14:00Z,"9,00E-05",0,"0,00",0
2023-01-01T03:15:00Z,"9,39E-05",0,"0,00",0
2023-01-01T03:16:00Z,"0,000107716821913156",0,"0,00",0
2023-01-01T03:17:00Z,"0,000141026843147345",0,"0,00",0
2023-01-01T03:18:00Z,"0,000208944678650821",0,"0,00",0
2023-01-01T03:19:00Z,"0,000267777962908609",0,"0,00",0
2023-01-01T03:20:00Z,"0,000250041458095599",0,"0,00",0
2023-01-01T03:21:00Z,"0,000227978976498929",0,"0,00",0
2023-01-01T03:22:00Z,"0,000210242471685919",0,"0,00",0
2023-01-01T03:23:00Z,"0,000195534150621472",0,"0,00",0
2023-01-01T03:24:00Z,"0,000186017001697418",0,"0,00",0
2023-01-01T03:25:00Z,"0,000183421415627221",0,"0,00",0
2023-01-01T03:26:00Z,"0,000182556220270489",0,"0,00",0
2023-01-01T03:27:00Z,"0,000187314794732516",0,"0,00",0
2023-01-01T03:28:00Z,"0,000195534150621472",0,"0,00",0
2023-01-01T03:29:00Z,"0,00020678169025899",0,"0,00",0
2023-01-01T03:30:00Z,"0,000220192218288339",0,"0,00",0
2023-01-01T03:31:00Z,"0,000226248585785464",0,"0,00",0
2023-01-01T03:32:00Z,"0,000227978976498929",0,"0,00",0
2023-01-01T03:33:00Z,"0,000218029229896508",0,"0,00",0
2023-01-01T03:34:00Z,"0,000190342978481079",0,"0,00",0
2023-01-01T03:35:00Z,"0,000130211901188192",0,"0,00",0
2023-01-01T03:36:00Z,"9,43E-05",0,"0,00",0
2023-01-01T03:37:00Z,"6,51E-05",0,"0,00",0
2023-01-01T03:38:00Z,"6,91E-05",0,"0,00",0
2023-01-01T03:39:00Z,"7,21E-05",0,"0,00",0
2023-01-01T03:40:00Z,"8,28E-05",0,"0,00",0
2023-01-01T03:41:00Z,"0,000108343032029971",0,"0,00",0
2023-01-01T03:42:00Z,"0,000160520504510662",0,"0,00",0
2023-01-01T03:43:00Z,"0,000205718824621325",0,"0,00",0
2023-01-01T03:44:00Z,"0,000192092860470316",0,"0,00",0
2023-01-01T03:45:00Z,"0,000175143490428818",0,"0,00",0
2023-01-01T03:46:00Z,"0,000161517526277809",0,"0,00",0
2023-01-01T03:47:00Z,"0,000150217946250143",0,"0,00",0
2023-01-01T03:48:00Z,"0,000142906453291066",0,"0,00",0
2023-01-01T03:49:00Z,"0,000140912409756772",0,"0,00",0
2023-01-01T03:50:00Z,"0,000140247728578674",0,"0,00",0
2023-01-01T03:51:00Z,"0,000143903475058213",0,"0,00",0
2023-01-01T03:52:00Z,"0,000150217946250143",0,"0,00",0
2023-01-01T03:53:00Z,"0,000158858801565417",0,"0,00",0
2023-01-01T03:54:00Z,"0,000169161359825936",0,"0,00",0
2023-01-01T03:55:00Z,"0,000173814128072622",0,"0,00",0
2023-01-01T03:56:00Z,"0,000175143490428818",0,"0,00",0
2023-01-01T03:57:00Z,"0,000167499656880691",0,"0,00",0
2023-01-01T03:58:00Z,"0,000146229859181555",0,"0,00",0
2023-01-01T03:59:00Z,"0,000100034517303746",0,"0,00",0
2023-01-01T04:00:00Z,"7,25E-05",0,"0,00",0
2023-01-01T04:01:00Z,"0,000127515135011398",0,"0,00",0
2023-01-01T04:02:00Z,"0,000131396030424788",0,"0,00",0
2023-01-01T04:03:00Z,"0,000134722512207695",0,"0,00",0
2023-01-01T04:04:00Z,"0,000145256371186897",0,"0,00",0
2023-01-01T04:05:00Z,"0,000172977052711114",0,"0,00",0
2023-01-01T04:06:00Z,"0,000248377306456984",0,"0,00",0
2023-01-01T04:07:00Z,"0,000319896664789464",0,"0,00",0
2023-01-01T04:08:00Z,"0,00029772011957009",0,"0,00",0
2023-01-01T04:09:00Z,"0,000282750951547013",0,"0,00",0
2023-01-01T04:10:00Z,"0,000270553851676358",0,"0,00",0
2023-01-01T04:11:00Z,"0,000257802338175218",0,"0,00",0
2023-01-01T04:12:00Z,"0,000248377306456984",0,"0,00",0
2023-01-01T04:13:00Z,"0,000242833170152141",0,"0,00",0
2023-01-01T04:14:00Z,"0,000242278756521656",0,"0,00",0
2023-01-01T04:15:00Z,"0,000247268479196015",0,"0,00",0
2023-01-01T04:16:00Z,"0,000253921442761828",0,"0,00",0
2023-01-01T04:17:00Z,"0,000266672956262968",0,"0,00",0
2023-01-01T04:18:00Z,"0,000277761228872654",0,"0,00",0
2023-01-01T04:19:00Z,"0,000280533297025076",0,"0,00",0
2023-01-01T04:20:00Z,"0,000279978883394591",0,"0,00",0
2023-01-01T04:21:00Z,"0,000268890610784905",0,"0,00",0
2023-01-01T04:22:00Z,"0,000238397861108266",0,"0,00",0
2023-01-01T04:23:00Z,"0,000171313811819661",0,"0,00",0
2023-01-01T04:24:00Z,"0,000136385753099147",0,"0,00",0
2023-01-01T04:25:00Z,"8,80E-05",0,"0,00",0
2023-01-01T04:26:00Z,"9,34E-05",0,"0,00",0
2023-01-01T04:27:00Z,"9,74E-05",0,"0,00",0
2023-01-01T04:28:00Z,"0,000111764726264018",0,"0,00",0
2023-01-01T04:29:00Z,"0,000146326509084617",0,"0,00",0
2023-01-01T04:30:00Z,"0,000216796637692853",0,"0,00",0
2023-01-01T04:31:00Z,"0,000277840825531835",0,"0,00",0
2023-01-01T04:32:00Z,"0,000259437798315671",0,"0,00",0
2023-01-01T04:33:00Z,"0,000236546227876054",0,"0,00",0
2023-01-01T04:34:00Z,"0,00021814320065989",0,"0,00",0
2023-01-01T04:35:00Z,"0,000202882153700144",0,"0,00",0
2023-01-01T04:36:00Z,"0,000193007358608545",0,"0,00",0
2023-01-01T04:37:00Z,"0,000190314232674472",0,"0,00",0
2023-01-01T04:38:00Z,"0,000189416524029781",0,"0,00",0
2023-01-01T04:39:00Z,"0,000194353921575581",0,"0,00",0
2023-01-01T04:40:00Z,"0,000202882153700144",0,"0,00",0
2023-01-01T04:41:00Z,"0,000214552366081126",0,"0,00",0
2023-01-01T04:42:00Z,"0,000228466850073835",0,"0,00",0
2023-01-01T04:43:00Z,"0,000234750810586672",0,"0,00",0
2023-01-01T04:44:00Z,"0,000236546227876054",0,"0,00",0
2023-01-01T04:45:00Z,"0,000226222578462108",0,"0,00",0
2023-01-01T04:46:00Z,"0,000197495901831999",0,"0,00",0
2023-01-01T04:47:00Z,"0,000135105151025981",0,"0,00",0
2023-01-01T04:48:00Z,"9,79E-05",0,"0,00",0
2023-01-01T04:49:00Z,"5,38E-05",0,"0,00",0
2023-01-01T04:50:00Z,"5,71E-05",0,"0,00",0
2023-01-01T04:51:00Z,"5,96E-05",0,"0,00",0
2023-01-01T04:52:00Z,"6,84E-05",0,"0,00",0
2023-01-01T04:53:00Z,"8,95E-05",0,"0,00",0
2023-01-01T04:54:00Z,"0,000132629606810072",0,"0,00",0
2023-01-01T04:55:00Z,"0,00016997458926591",0,"0,00",0
2023-01-01T04:56:00Z,"0,000158716175437312",0,"0,00",0
2023-01-01T04:57:00Z,"0,000144711807016373",0,"0,00",0
2023-01-01T04:58:00Z,"0,000133453393187774",0,"0,00",0
2023-01-01T04:59:00Z,"0,000124117147573815",0,"0,00",0
2023-01-01T05:00:00Z,"0,000118076047470665",0,"0,00",0
2023-01-01T05:01:00Z,"0,00011642847471526",0,"0,00",0
2023-01-01T05:02:00Z,"0,000115879283796792",0,"0,00",0
2023-01-01T05:03:00Z,"0,000118899833848367",0,"0,00",0
2023-01-01T05:04:00Z,"0,000124117147573815",0,"0,00",0
2023-01-01T05:05:00Z,"0,000131256629513902",0,"0,00",0
2023-01-01T05:06:00Z,"0,000139769088750159",0,"0,00",0
2023-01-01T05:07:00Z,"0,000143613425179436",0,"0,00",0
2023-01-01T05:08:00Z,"0,000144711807016373",0,"0,00",0
2023-01-01T05:09:00Z,"0,000138396111453988",0,"0,00",0
2023-01-01T05:10:00Z,"0,000120822002063006",0,"0,00",0
2023-01-01T05:11:00Z,"8,27E-05",0,"0,00",0
2023-01-01T05:12:00Z,"5,99E-05",0,"0,00",0
2023-01-01T05:13:00Z,"8,63E-05",0,"0,00",0
2023-01-01T05:14:00Z,"9,16E-05",0,"0,00",0
2023-01-01T05:15:00Z,"9,56E-05",0,"0,00",0
2023-01-01T05:16:00Z,"0,000109677526856272",0,"0,00",0
2023-01-01T05:17:00Z,"0,00014359387050259",0,"0,00",0
2023-01-01T05:18:00Z,"0,000212747973781444",0,"0,00",0
2023-01-01T05:19:00Z,"0,000272652165156757",0,"0,00",0
2023-01-01T05:20:00Z,"0,000254592813345082",0,"0,00",0
2023-01-01T05:21:00Z,"0,00023212874157934",0,"0,00",0
2023-01-01T05:22:00Z,"0,000214069389767664",0,"0,00",0
2023-01-01T05:23:00Z,"0,000199093341923836",0,"0,00",0
2023-01-01T05:24:00Z,"0,000189402958024888",0,"0,00",0
2023-01-01T05:25:00Z,"0,000186760126052447",0,"0,00",0
2023-01-01T05:26:00Z,"0,000185879182061634",0,"0,00",0
2023-01-01T05:27:00Z,"0,000190724374011108",0,"0,00",0
2023-01-01T05:28:00Z,"0,000199093341923836",0,"0,00",0
2023-01-01T05:29:00Z,"0,00021054561380441",0,"0,00",0
2023-01-01T05:30:00Z,"0,000224200245662018",0,"0,00",0
2023-01-01T05:31:00Z,"0,000230366853597712",0,"0,00",0
2023-01-01T05:32:00Z,"0,00023212874157934",0,"0,00",0
2023-01-01T05:33:00Z,"0,000221997885684985",0,"0,00",0
2023-01-01T05:34:00Z,"0,000193807677978955",0,"0,00",0
2023-01-01T05:35:00Z,"0,000132582070617422",0,"0,00",0
2023-01-01T05:36:00Z,"9,60E-05",0,"0,00",0
2023-01-01T05:37:00Z,"0,000115882809636668",0,"0,00",0
2023-01-01T05:38:00Z,"0,000119409677756044",0,"0,00",0
2023-01-01T05:39:00Z,"0,000122432707572653",0,"0,00",0
2023-01-01T05:40:00Z,"0,000132005635325248",0,"0,00",0
2023-01-01T05:41:00Z,"0,000157197550463653",0,"0,00",0
2023-01-01T05:42:00Z,"0,000225719559640118",0,"0,00",0
2023-01-01T05:43:00Z,"0,000290714700697205",0,"0,00",0
2023-01-01T05:44:00Z,"0,00027056116858648",0,"0,00",0
2023-01-01T05:45:00Z,"0,000256957534411741",0,"0,00",0
2023-01-01T05:46:00Z,"0,000245873091750842",0,"0,00",0
2023-01-01T05:47:00Z,"0,000234284810787176",0,"0,00",0
2023-01-01T05:48:00Z,"0,000225719559640118",0,"0,00",0
2023-01-01T05:49:00Z,"0,000220681176612436",0,"0,00",0
2023-01-01T05:50:00Z,"0,000220177338309668",0,"0,00",0
2023-01-01T05:51:00Z,"0,000224711883034582",0,"0,00",0
2023-01-01T05:52:00Z,"0,000230757942667799",0,"0,00",0
2023-01-01T05:53:00Z,"0,000242346223631465",0,"0,00",0
2023-01-01T05:54:00Z,"0,000252422989686828",0,"0,00",0
2023-01-01T05:55:00Z,"0,000254942181200669",0,"0,00",0
2023-01-01T05:56:00Z,"0,0002544383428979",0,"0,00",0
2023-01-01T05:57:00Z,"0,000244361576842538",0,"0,00",0
2023-01-01T05:58:00Z,"0,000216650470190291",0,"0,00",0
2023-01-01T05:59:00Z,"0,000155686035555349",0,"0,00",0
2023-01-01T06:00:00Z,"0,000123944222480957",0,"0,00",0
2023-01-01T06:01:00Z,"7,30E-05","0,136438828106017","0,00",0
2023-01-01T06:02:00Z,"7,75E-05",0,"0,00",0
2023-01-01T06:03:00Z,"8,08E-05",0,"0,00",0
2023-01-01T06:04:00Z,"9,27E-05",0,"0,00",0
2023-01-01T06:05:00Z,"0,000121412700682361",0,"0,00",0
2023-01-01T06:06:00Z,"0,000179884461440431",0,"0,00",0
2023-01-01T06:07:00Z,"0,000230535158657612",0,"0,00",0
2023-01-01T06:08:00Z,"0,000215265463173021",0,"0,00",0
2023-01-01T06:09:00Z,"0,000196271451716578",0,"0,00",0
2023-01-01T06:10:00Z,"0,000181001756231987",0,"0,00",0
2023-01-01T06:11:00Z,"0,000168339081927691",0,"0,00",0
2023-01-01T06:12:00Z,"0,000160145586789618",0,"0,00",0
2023-01-01T06:13:00Z,"0,000157910997206507",0,"0,00",0
2023-01-01T06:14:00Z,"0,000157166134012136",0,"0,00",0
2023-01-01T06:15:00Z,"0,000161262881581173",0,"0,00",0
2023-01-01T06:16:00Z,"0,000168339081927691",0,"0,00",0
2023-01-01T06:17:00Z,"0,000178022303454505",0,"0,00",0
2023-01-01T06:18:00Z,"0,000189567682967245",0,"0,00",0
2023-01-01T06:19:00Z,"0,000194781725327837",0,"0,00",0
2023-01-01T06:20:00Z,"0,000196271451716578",0,"0,00",0
2023-01-01T06:21:00Z,"0,000187705524981319",0,"0,00",0
2023-01-01T06:22:00Z,"0,000163869902761469",0,"0,00",0
2023-01-01T06:23:00Z,"0,000112101910752733","0,0484869949881564","0,00",0
2023-01-01T06:24:00Z,"8,12E-05",0,"0,00",0
2023-01-01T06:25:00Z,"0,000128724618149953",0,"0,00",0
2023-01-01T06:26:00Z,"0,000132642323919733",0,"0,00",0
2023-01-01T06:27:00Z,"0,000136000357436689",0,"0,00",0
2023-01-01T06:28:00Z,"0,000146634130240381",0,"0,00",0
2023-01-01T06:29:00Z,"0,000174617742881674",0,"0,00",0
2023-01-01T06:30:00Z,"0,000250733169265994",0,"0,00",0
2023-01-01T06:31:00Z,"0,000322930889880533",0,"0,00",0
2023-01-01T06:32:00Z,"0,000300543999767497",0,"0,00",0
2023-01-01T06:33:00Z,"0,000285432848941199","0,0865487354458358","0,00",0
2023-01-01T06:34:00Z,"0,000273120059379029",0,"0,00",0
2023-01-01T06:35:00Z,"0,000260247597564034",0,"0,00",0
2023-01-01T06:36:00Z,"0,000250733169265994",0,"0,00",0
2023-01-01T06:37:00Z,"0,000245136446737735",0,"0,00",0
2023-01-01T06:38:00Z,"0,000244576774484909",0,"0,00",0
2023-01-01T06:39:00Z,"0,000249613824760342",0,"0,00",0
2023-01-01T06:40:00Z,"0,000256329891794253",0,"0,00",0
2023-01-01T06:41:00Z,"0,000269202353609248",0,"0,00",0
2023-01-01T06:42:00Z,"0,000280395798665766",0,"0,00",0
2023-01-01T06:43:00Z,"0,000283194159929895",0,"0,00",0
2023-01-01T06:44:00Z,"0,000282634487677069",0,"0,00",0
2023-01-01T06:45:00Z,"0,000271441042620551",0,"0,00",0
2023-01-01T06:46:00Z,"0,000240659068715128",0,"0,00",0
2023-01-01T06:47:00Z,"0,000172938726123197",0,"0,00",0
2023-01-01T06:48:00Z,"0,000137679374195167",0,"0,00",0
2023-01-01T06:49:00Z,"0,000173815762285037",0,"0,00",0
2023-01-01T06:50:00Z,"0,000176469438045115",0,"0,00",0
2023-01-01T06:51:00Z,"0,000181776789565268",0,"0,00",0
