timeindex,profile_COP_air,profile_COP_brine,profile_COP_water,profile_boiler
2023-01-01T01:13:00Z,0,0,0,"0,9394128"
2023-01-01T01:14:00Z,0,0,0,"0,938815457142857"
2023-01-01T01:15:00Z,0,0,0,"0,940335428571429"
2023-01-01T01:16:00Z,0,0,0,"0,939791314285715"
2023-01-01T01:17:00Z,0,0,0,"0,939761742857143"
2023-01-01T01:18:00Z,0,0,0,"0,940376828571429"
2023-01-01T01:19:00Z,0,0,0,"0,940802657142857"
2023-01-01T01:20:00Z,0,0,0,"0,940625228571429"
2023-01-01T01:21:00Z,0,0,0,"0,940731685714285"
2023-01-01T01:22:00Z,0,0,0,"0,941595171428571"
2023-01-01T01:23:00Z,0,0,0,"0,941985514285715"
2023-01-01T01:24:00Z,0,0,0,"0,942884485714286"
2023-01-01T01:25:00Z,0,0,0,"0,943582371428571"
2023-01-01T01:26:00Z,0,0,0,"0,943446342857143"
2023-01-01T01:27:00Z,0,0,0,"0,943056"
2023-01-01T01:28:00Z,0,0,0,"0,942854914285714"
2023-01-01T01:29:00Z,0,0,0,"0,940642971428571"
2023-01-01T01:30:00Z,0,0,0,"0,9382536"
2023-01-01T01:31:00Z,0,0,0,"0,936751371428572"
2023-01-01T01:32:00Z,0,0,0,"0,9363492"
2023-01-01T01:33:00Z,0,0,0,"0,935473885714286"
2023-01-01T01:34:00Z,0,0,0,"0,934616314285714"
2023-01-01T01:35:00Z,0,0,0,"0,932700085714286"
2023-01-01T01:36:00Z,0,0,0,"0,932037685714286"
2023-01-01T01:37:00Z,0,0,0,"0,933261942857143"
2023-01-01T01:38:00Z,0,0,0,"0,935284628571429"
2023-01-01T01:39:00Z,0,0,0,"0,936568028571429"
2023-01-01T01:40:00Z,0,0,0,"0,937023428571429"
2023-01-01T01:41:00Z,0,0,0,"0,937904657142857"
2023-01-01T01:42:00Z,0,0,0,"0,9375084"
2023-01-01T01:43:00Z,0,0,0,"0,9365976"
2023-01-01T01:44:00Z,0,0,0,"0,937271828571429"
2023-01-01T01:45:00Z,0,0,0,"0,937827771428572"
2023-01-01T01:46:00Z,0,0,0,"0,937608942857143"
2023-01-01T01:47:00Z,0,0,0,"0,938147142857143"
2023-01-01T01:48:00Z,0,0,0,"0,939395057142857"
2023-01-01T01:49:00Z,0,0,0,"0,939507428571429"
2023-01-01T01:50:00Z,0,0,0,"0,939306342857143"
2023-01-01T01:51:00Z,0,0,0,"0,9391644"
2023-01-01T01:52:00Z,0,0,0,"0,937833685714286"
2023-01-01T01:53:00Z,0,0,0,"0,9337824"
2023-01-01T01:54:00Z,0,0,0,"0,932765142857143"
2023-01-01T01:55:00Z,0,0,0,"0,9332028"
2023-01-01T01:56:00Z,0,0,0,"0,934273285714286"
2023-01-01T01:57:00Z,0,0,0,"0,934988914285714"
2023-01-01T01:58:00Z,0,0,0,"0,934645885714286"
2023-01-01T01:59:00Z,0,0,0,"0,933705514285714"
2023-01-01T02:00:00Z,0,0,0,"0,933463028571428"
2023-01-01T02:01:00Z,0,0,0,"0,932989885714286"
2023-01-01T02:02:00Z,0,0,0,"0,932824285714286"
2023-01-01T02:03:00Z,0,0,0,"0,929324485714286"
2023-01-01T02:04:00Z,0,0,0,"0,930023828571429"
2023-01-01T02:05:00Z,0,0,0,"0,925655228571429"
2023-01-01T02:06:00Z,0,0,0,"0,9258696"
2023-01-01T02:07:00Z,0,0,0,"0,9261258"
2023-01-01T02:08:00Z,0,0,0,"0,927108771428571"
2023-01-01T02:09:00Z,0,0,0,"0,927291771428572"
2023-01-01T02:10:00Z,0,0,0,"0,926366314285714"
2023-01-01T02:11:00Z,0,0,0,"0,9257964"
2023-01-01T02:12:00Z,0,0,0,"0,925346742857143"
2023-01-01T02:13:00Z,0,0,0,"0,925163742857143"
2023-01-01T02:14:00Z,0,0,0,"0,924923228571429"
2023-01-01T02:15:00Z,0,0,0,"0,925231714285714"
2023-01-01T02:16:00Z,0,0,0,"0,925236942857143"
2023-01-01T02:17:00Z,0,0,0,"0,923469685714286"
2023-01-01T02:18:00Z,0,0,0,"0,922460571428571"
2023-01-01T02:19:00Z,0,0,0,"0,921969085714286"
2023-01-01T02:20:00Z,0,0,0,"0,922193914285714"
2023-01-01T02:21:00Z,0,0,0,"0,922690628571428"
2023-01-01T02:22:00Z,0,0,0,"0,923082771428572"
2023-01-01T02:23:00Z,0,0,0,"0,923731114285714"
2023-01-01T02:24:00Z,0,0,0,"0,924525857142857"
2023-01-01T02:25:00Z,0,0,0,"0,924829114285714"
2023-01-01T02:26:00Z,0,0,0,"0,925189885714286"
2023-01-01T02:27:00Z,0,0,0,"0,925927114285714"
2023-01-01T02:28:00Z,0,0,0,"0,925487914285714"
2023-01-01T02:29:00Z,0,0,0,"0,924865714285714"
2023-01-01T02:30:00Z,0,0,0,"0,924395142857143"
2023-01-01T02:31:00Z,0,0,0,"0,925372885714286"
2023-01-01T02:32:00Z,0,0,0,"0,927600257142857"
2023-01-01T02:33:00Z,0,0,0,"0,929286171428572"
2023-01-01T02:34:00Z,0,0,0,"0,9305118"
2023-01-01T02:35:00Z,0,0,0,"0,932368885714286"
2023-01-01T02:36:00Z,0,0,0,"0,934770085714286"
2023-01-01T02:37:00Z,0,0,0,"0,936982028571429"
2023-01-01T02:38:00Z,0,0,0,"0,9391644"
2023-01-01T02:39:00Z,0,0,0,"0,940424142857143"
2023-01-01T02:40:00Z,0,0,0,"0,939885942857143"
2023-01-01T02:41:00Z,0,0,0,"0,939063857142857"
2023-01-01T02:42:00Z,0,0,0,"0,939294514285714"
2023-01-01T02:43:00Z,0,0,0,"0,939383228571429"
2023-01-01T02:44:00Z,0,0,0,"0,938531571428571"
2023-01-01T02:45:00Z,0,0,0,"0,936775028571429"
2023-01-01T02:46:00Z,0,0,0,"0,934959342857143"
2023-01-01T02:47:00Z,0,0,0,"0,932812457142857"
2023-01-01T02:48:00Z,0,0,0,"0,9311742"
2023-01-01T02:49:00Z,0,0,0,"0,930990857142857"
2023-01-01T02:50:00Z,0,0,0,"0,929514342857143"
2023-01-01T02:51:00Z,0,0,0,"0,929587971428572"
2023-01-01T02:52:00Z,0,0,0,"0,930701057142857"
2023-01-01T02:53:00Z,0,0,0,"0,931044085714285"
2023-01-01T02:54:00Z,0,0,0,"0,931943057142858"
2023-01-01T02:55:00Z,0,0,0,"0,932309742857143"
2023-01-01T02:56:00Z,0,0,0,"0,933031285714286"
2023-01-01T02:57:00Z,0,0,0,"0,934166828571428"
2023-01-01T02:58:00Z,0,0,0,"0,936686314285714"
2023-01-01T02:59:00Z,0,0,0,"0,939146657142857"
2023-01-01T03:00:00Z,0,0,0,"0,941021485714285"
2023-01-01T03:01:00Z,0,0,0,"0,9419796"
2023-01-01T03:02:00Z,0,0,0,"0,943404942857143"
2023-01-01T03:03:00Z,0,0,0,"0,944428114285714"
2023-01-01T03:04:00Z,0,0,0,"0,945865285714286"
2023-01-01T03:05:00Z,0,0,0,"0,946521771428571"
2023-01-01T03:06:00Z,0,0,0,"0,946344342857143"
2023-01-01T03:07:00Z,0,0,0,"0,947932114285714"
2023-01-01T03:08:00Z,0,0,0,"0,949599085714286"
2023-01-01T03:09:00Z,0,0,0,"0,951382628571428"
2023-01-01T03:10:00Z,0,0,0,"0,951161142857143"
2023-01-01T03:11:00Z,0,0,0,"0,947676857142857"
2023-01-01T03:12:00Z,0,0,0,"0,944759314285715"
2023-01-01T03:13:00Z,0,0,0,"0,945350742857143"
2023-01-01T03:14:00Z,0,0,0,"0,945563657142857"
2023-01-01T03:15:00Z,0,0,0,"0,945220628571429"
2023-01-01T03:16:00Z,0,0,0,"0,9452502"
2023-01-01T03:17:00Z,0,0,0,"0,945279771428572"
2023-01-01T03:18:00Z,0,0,0,"0,945303428571429"
2023-01-01T03:19:00Z,0,0,0,"0,947200457142857"
2023-01-01T03:20:00Z,0,0,0,"0,947780571428571"
2023-01-01T03:21:00Z,0,0,0,"0,949278514285714"
2023-01-01T03:22:00Z,0,0,0,"0,951854742857143"
2023-01-01T03:23:00Z,0,0,0,"0,953469257142857"
2023-01-01T03:24:00Z,0,0,0,"0,955689942857143"
2023-01-01T03:25:00Z,0,0,0,"0,957753257142857"
2023-01-01T03:26:00Z,0,0,0,"0,958988914285714"
2023-01-01T03:27:00Z,0,0,0,"0,945035142857143"
2023-01-01T03:28:00Z,0,0,0,"0,946208057142857"
2023-01-01T03:29:00Z,0,0,0,"0,947142428571429"
2023-01-01T03:30:00Z,0,0,0,"0,946586828571429"
2023-01-01T03:31:00Z,0,0,0,"0,946728771428571"
2023-01-01T03:32:00Z,0,0,0,"0,9501636"
2023-01-01T03:33:00Z,0,0,0,"0,954011314285714"
2023-01-01T03:34:00Z,0,0,0,"0,954634971428571"
2023-01-01T03:35:00Z,0,0,0,"0,953428457142857"
2023-01-01T03:36:00Z,0,0,0,"0,952635771428571"
2023-01-01T03:37:00Z,0,0,0,"0,950572457142857"
2023-01-01T03:38:00Z,0,0,0,"0,947850514285714"
2023-01-01T03:39:00Z,0,0,0,"0,947142771428572"
2023-01-01T03:40:00Z,0,0,0,"0,946693285714285"
2023-01-01T03:41:00Z,0,0,0,"0,947356542857143"
2023-01-01T03:42:00Z,0,0,0,"0,950648228571428"
2023-01-01T03:43:00Z,0,0,0,"0,958172914285714"
2023-01-01T03:44:00Z,0,0,0,"0,964660114285714"
2023-01-01T03:45:00Z,0,0,0,"0,9648"
2023-01-01T03:46:00Z,0,0,0,"0,9648"
2023-01-01T03:47:00Z,0,0,0,"0,9648"
2023-01-01T03:48:00Z,0,0,0,"0,9648"
2023-01-01T03:49:00Z,0,0,0,"0,9648"
2023-01-01T03:50:00Z,0,0,0,"0,9648"
2023-01-01T03:51:00Z,0,0,0,"0,9648"
2023-01-01T03:52:00Z,0,0,0,"0,9648"
2023-01-01T03:53:00Z,0,0,0,"0,9591696"
2023-01-01T03:54:00Z,0,0,0,"0,954052114285714"
2023-01-01T03:55:00Z,0,0,0,"0,955276114285714"
2023-01-01T03:56:00Z,0,0,0,"0,9538248"
2023-01-01T03:57:00Z,0,0,0,"0,950146971428571"
2023-01-01T03:58:00Z,0,0,0,"0,948771428571428"
2023-01-01T03:59:00Z,0,0,0,"0,946986342857143"
2023-01-01T04:00:00Z,0,0,0,"0,945942171428571"
2023-01-01T04:01:00Z,0,0,0,"0,945031371428571"
2023-01-01T04:02:00Z,0,0,0,"0,943978628571429"
2023-01-01T04:03:00Z,0,0,0,"0,942168857142857"
2023-01-01T04:04:00Z,0,0,0,"0,941181171428571"
2023-01-01T04:05:00Z,0,0,0,"0,941944114285715"
2023-01-01T04:06:00Z,0,0,0,"0,939708514285714"
2023-01-01T04:07:00Z,0,0,0,"0,939406885714286"
2023-01-01T04:08:00Z,0,0,0,"0,939927342857143"
2023-01-01T04:09:00Z,0,0,0,"0,940424142857143"
2023-01-01T04:10:00Z,0,0,0,"0,941784428571429"
2023-01-01T04:11:00Z,0,0,0,"0,942937714285714"
2023-01-01T04:12:00Z,0,0,0,"0,943677"
2023-01-01T04:13:00Z,0,0,0,"0,941417742857143"
2023-01-01T04:14:00Z,0,0,0,"0,939980571428571"
2023-01-01T04:15:00Z,0,0,0,"0,934598571428571"
2023-01-01T04:16:00Z,0,0,0,"0,931789285714286"
2023-01-01T04:17:00Z,0,0,0,"0,934042628571428"
2023-01-01T04:18:00Z,0,0,0,"0,935917457142857"
2023-01-01T04:19:00Z,0,0,0,"0,937431514285714"
2023-01-01T04:20:00Z,0,0,0,"0,938507914285714"
2023-01-01T04:21:00Z,0,0,0,"0,9372186"
2023-01-01T04:22:00Z,0,0,0,"0,936704057142858"
2023-01-01T04:23:00Z,0,0,0,"0,9326232"
2023-01-01T04:24:00Z,0,0,0,"0,9359766"
2023-01-01T04:25:00Z,0,0,0,"0,938898257142857"
2023-01-01T04:26:00Z,0,0,0,"0,939838628571429"
2023-01-01T04:27:00Z,0,0,0,"0,939643457142858"
2023-01-01T04:28:00Z,0,0,0,"0,941660228571429"
2023-01-01T04:29:00Z,0,0,0,"0,944037771428571"
2023-01-01T04:30:00Z,0,0,0,"0,944652857142857"
2023-01-01T04:31:00Z,0,0,0,"0,943487742857143"
2023-01-01T04:32:00Z,0,0,0,"0,943724314285714"
2023-01-01T04:33:00Z,0,0,0,"0,944043685714285"
2023-01-01T04:34:00Z,0,0,0,"0,944575971428571"
2023-01-01T04:35:00Z,0,0,0,"0,947033142857143"
2023-01-01T04:36:00Z,0,0,0,"0,949022057142857"
2023-01-01T04:37:00Z,0,0,0,"0,950828914285714"
2023-01-01T04:38:00Z,0,0,0,"0,951604114285714"
2023-01-01T04:39:00Z,0,0,0,"0,950770628571429"
2023-01-01T04:40:00Z,0,0,0,"0,951236914285714"
2023-01-01T04:41:00Z,0,0,0,"0,951341828571428"
2023-01-01T04:42:00Z,0,0,0,"0,952828114285714"
2023-01-01T04:43:00Z,0,0,0,"0,953999657142857"
2023-01-01T04:44:00Z,0,0,0,"0,954390171428571"
2023-01-01T04:45:00Z,0,0,0,"0,954261942857143"
2023-01-01T04:46:00Z,0,0,0,"0,954769028571429"
2023-01-01T04:47:00Z,0,0,0,"0,954728228571429"
2023-01-01T04:48:00Z,0,0,0,"0,955678285714285"
2023-01-01T04:49:00Z,0,0,0,"0,955567542857142"
2023-01-01T04:50:00Z,0,0,0,"0,955829828571428"
2023-01-01T04:51:00Z,0,0,0,"0,956552571428571"
2023-01-01T04:52:00Z,0,0,0,"0,9565584"
2023-01-01T04:53:00Z,0,0,0,"0,956097942857143"
2023-01-01T04:54:00Z,0,0,0,"0,957286971428571"
2023-01-01T04:55:00Z,0,0,0,"0,958330285714286"
2023-01-01T04:56:00Z,0,0,0,"0,9588024"
2023-01-01T04:57:00Z,0,0,0,"0,959746628571429"
2023-01-01T04:58:00Z,0,0,0,"0,962264571428571"
2023-01-01T04:59:00Z,0,0,0,"0,9647184"
2023-01-01T05:00:00Z,0,0,0,"0,9648"
2023-01-01T05:01:00Z,0,0,0,"0,9648"
2023-01-01T05:02:00Z,0,0,0,"0,9648"
2023-01-01T05:03:00Z,0,0,0,"0,9648"
2023-01-01T05:04:00Z,0,0,0,"0,9648"
2023-01-01T05:05:00Z,0,0,0,"0,9648"
2023-01-01T05:06:00Z,0,0,0,"0,9648"
2023-01-01T05:07:00Z,0,0,0,"0,9648"
2023-01-01T05:08:00Z,0,0,0,"0,9648"
2023-01-01T05:09:00Z,0,0,0,"0,9648"
2023-01-01T05:10:00Z,0,0,0,"0,9648"
2023-01-01T05:11:00Z,0,0,0,"0,9648"
2023-01-01T05:12:00Z,0,0,0,"0,957922285714286"
2023-01-01T05:13:00Z,0,0,0,"0,954302742857143"
2023-01-01T05:14:00Z,0,0,0,"0,954139542857143"
2023-01-01T05:15:00Z,0,0,0,"0,954238628571428"
2023-01-01T05:16:00Z,0,0,0,"0,953638285714286"
2023-01-01T05:17:00Z,0,0,0,"0,954040457142857"
2023-01-01T05:18:00Z,0,0,0,"0,954349371428572"
2023-01-01T05:19:00Z,0,0,0,"0,953154514285714"
2023-01-01T05:20:00Z,0,0,0,"0,955206171428571"
2023-01-01T05:21:00Z,0,0,0,"0,9519072"
2023-01-01T05:22:00Z,0,0,0,"0,950945485714286"
2023-01-01T05:23:00Z,0,0,0,"0,952664914285714"
2023-01-01T05:24:00Z,0,0,0,"0,951848914285714"
2023-01-01T05:25:00Z,0,0,0,"0,950584114285714"
2023-01-01T05:26:00Z,0,0,0,"0,950170285714286"
2023-01-01T05:27:00Z,0,0,0,"0,948975428571428"
2023-01-01T05:28:00Z,0,0,0,"0,945705514285714"
2023-01-01T05:29:00Z,0,0,0,"0,943771628571428"
2023-01-01T05:30:00Z,0,0,0,"0,944593714285714"
2023-01-01T05:31:00Z,0,0,0,"0,945681942857143"
2023-01-01T05:32:00Z,0,0,0,"0,945806142857143"
2023-01-01T05:33:00Z,0,0,0,"0,940424142857143"
2023-01-01T05:34:00Z,0,0,0,"0,938531571428571"
2023-01-01T05:35:00Z,0,0,0,"0,939537"
2023-01-01T05:36:00Z,0,0,0,"0,939749914285715"
2023-01-01T05:37:00Z,0,0,0,"0,938496085714286"
2023-01-01T05:38:00Z,0,0,0,"0,937141714285714"
2023-01-01T05:39:00Z,0,0,0,"0,934013057142857"
2023-01-01T05:40:00Z,0,0,0,"0,9309072"
2023-01-01T05:41:00Z,0,0,0,"0,928619828571429"
2023-01-01T05:42:00Z,0,0,0,"0,928405457142857"
2023-01-01T05:43:00Z,0,0,0,"0,928923085714286"
2023-01-01T05:44:00Z,0,0,0,"0,930513428571429"
2023-01-01T05:45:00Z,0,0,0,"0,932682342857143"
2023-01-01T05:46:00Z,0,0,0,"0,934758257142857"
2023-01-01T05:47:00Z,0,0,0,"0,936952457142857"
2023-01-01T05:48:00Z,0,0,0,"0,942606514285714"
2023-01-01T05:49:00Z,0,0,0,"0,947175857142857"
2023-01-01T05:50:00Z,0,0,0,"0,949354285714286"
2023-01-01T05:51:00Z,0,0,0,"0,950281028571428"
2023-01-01T05:52:00Z,0,0,0,"0,949482514285714"
2023-01-01T05:53:00Z,0,0,0,"0,950059542857143"
2023-01-01T05:54:00Z,0,0,0,"0,951510857142857"
2023-01-01T05:55:00Z,0,0,0,"0,952390971428571"
2023-01-01T05:56:00Z,0,0,0,"0,954506742857143"
2023-01-01T05:57:00Z,0,0,0,"0,957817371428571"
2023-01-01T05:58:00Z,0,0,0,"0,960702514285714"
2023-01-01T05:59:00Z,0,0,0,"0,960288685714286"
2023-01-01T06:00:00Z,0,0,0,"0,956057142857143"
2023-01-01T06:01:00Z,0,0,0,"0,954873942857143"
2023-01-01T06:02:00Z,0,0,0,"0,954932228571428"
2023-01-01T06:03:00Z,0,0,0,"0,956057142857143"
2023-01-01T06:04:00Z,0,0,0,"0,956669142857143"
2023-01-01T06:05:00Z,0,0,0,"0,9570072"
2023-01-01T06:06:00Z,0,0,0,"0,9594552"
2023-01-01T06:07:00Z,0,0,0,"0,958668342857143"
2023-01-01T06:08:00Z,0,0,0,"0,957729942857143"
2023-01-01T06:09:00Z,0,0,0,"0,957257828571428"
2023-01-01T06:10:00Z,0,0,0,"0,958755771428571"
2023-01-01T06:11:00Z,0,0,0,"0,959280342857143"
2023-01-01T06:12:00Z,0,0,0,"0,960376114285714"
2023-01-01T06:13:00Z,0,0,0,"0,961769142857143"
2023-01-01T06:14:00Z,0,0,0,"0,961133828571429"
2023-01-01T06:15:00Z,0,0,0,"0,957071314285714"
2023-01-01T06:16:00Z,0,0,0,"0,955118742857143"
2023-01-01T06:17:00Z,0,0,0,"0,952962171428571"
2023-01-01T06:18:00Z,0,0,0,"0,949768114285714"
2023-01-01T06:19:00Z,0,0,0,"0,948823885714286"
2023-01-01T06:20:00Z,0,0,0,"0,948864685714286"
2023-01-01T06:21:00Z,0,0,0,"0,947856342857143"
2023-01-01T06:22:00Z,0,0,0,"0,947535771428571"
2023-01-01T06:23:00Z,0,0,0,"0,946397571428571"
2023-01-01T06:24:00Z,0,0,0,"0,945681942857143"
2023-01-01T06:25:00Z,0,0,0,"0,945409885714286"
2023-01-01T06:26:00Z,0,0,0,"0,945587314285714"
2023-01-01T06:27:00Z,0,0,0,"0,944185628571428"
2023-01-01T06:28:00Z,0,0,0,"0,944002285714285"
2023-01-01T06:29:00Z,0,0,0,"0,943251171428571"
2023-01-01T06:30:00Z,0,0,0,"0,939903685714286"
2023-01-01T06:31:00Z,0,0,0,"0,939146657142857"
2023-01-01T06:32:00Z,0,0,0,"0,938992885714285"
2023-01-01T06:33:00Z,0,0,0,"0,940418228571429"
2023-01-01T06:34:00Z,0,0,0,"0,942659742857143"
2023-01-01T06:35:00Z,0,0,0,"0,943233428571428"
2023-01-01T06:36:00Z,0,0,0,"0,943393114285714"
2023-01-01T06:37:00Z,0,0,0,"0,943399028571428"
2023-01-01T06:38:00Z,0,0,0,"0,942718885714286"
2023-01-01T06:39:00Z,0,0,0,"0,941015571428571"
2023-01-01T06:40:00Z,0,0,0,"0,938241771428572"
2023-01-01T06:41:00Z,0,0,0,"0,936550285714286"
2023-01-01T06:42:00Z,0,0,0,"0,935071714285714"
2023-01-01T06:43:00Z,0,0,0,"0,934988914285714"
2023-01-01T06:44:00Z,0,0,0,"0,9314388"
2023-01-01T06:45:00Z,0,0,0,"0,927678685714286"
2023-01-01T06:46:00Z,0,0,0,"0,929179285714286"
2023-01-01T06:47:00Z,0,0,0,"0,928395"
2023-01-01T06:48:00Z,0,0,0,"0,928881257142857"
2023-01-01T06:49:00Z,0,0,0,"0,9286368"
2023-01-01T06:50:00Z,0,0,0,"0,929489657142857"
2023-01-01T06:51:00Z,0,0,0,"0,925023514285714"
2023-01-01T06:52:00Z,0,0,0,"0,925095771428572"
2023-01-01T06:53:00Z,0,0,0,"0,921937714285714"
2023-01-01T06:54:00Z,0,0,0,"0,921299828571429"
2023-01-01T06:55:00Z,0,0,0,"0,921807"
2023-01-01T06:56:00Z,0,0,0,"0,921503742857143"
2023-01-01T06:57:00Z,0,0,0,"0,924729771428571"
2023-01-01T06:58:00Z,0,0,0,"0,928247742857143"
2023-01-01T06:59:00Z,0,0,0,"0,932646857142857"
2023-01-01T07:00:00Z,0,0,0,"0,937739057142857"
2023-01-01T07:01:00Z,0,0,0,"0,939773571428571"
2023-01-01T07:02:00Z,0,0,0,"0,941015571428571"
2023-01-01T07:03:00Z,0,0,0,"0,9394956"
2023-01-01T07:04:00Z,0,0,0,"0,9367218"
2023-01-01T07:05:00Z,0,0,0,"0,9348588"
2023-01-01T07:06:00Z,0,0,0,"0,932824285714286"
2023-01-01T07:07:00Z,0,0,0,"0,931038171428571"
2023-01-01T07:08:00Z,0,0,0,"0,932155971428571"
2023-01-01T07:09:00Z,0,0,0,"0,928462971428571"
2023-01-01T07:10:00Z,0,0,0,"0,926617285714286"
2023-01-01T07:11:00Z,0,0,0,"0,924985971428571"
2023-01-01T07:12:00Z,0,0,0,"0,924165085714286"
2023-01-01T07:13:00Z,0,0,0,"0,924070971428571"
2023-01-01T07:14:00Z,0,0,0,"0,924044828571428"
2023-01-01T07:15:00Z,0,0,0,"0,923213485714286"
2023-01-01T07:16:00Z,0,0,0,"0,922460571428571"
2023-01-01T07:17:00Z,0,0,0,"0,922403057142857"
2023-01-01T07:18:00Z,0,0,0,"0,922031828571429"
2023-01-01T07:19:00Z,0,0,0,"0,921503742857143"
2023-01-01T07:20:00Z,0,0,0,"0,9227952"
2023-01-01T07:21:00Z,0,0,0,"0,922423971428571"
2023-01-01T07:22:00Z,0,0,0,"0,923830457142857"
2023-01-01T07:23:00Z,0,0,0,"0,926225142857143"
2023-01-01T07:24:00Z,0,0,0,"0,928196314285714"
2023-01-01T07:25:00Z,0,0,0,"0,929443028571429"
2023-01-01T07:26:00Z,0,0,0,"0,9303048"
2023-01-01T07:27:00Z,0,0,0,"0,9310914"
2023-01-01T07:28:00Z,0,0,0,"0,931345714285714"
2023-01-01T07:29:00Z,0,0,0,"0,931647342857143"
2023-01-01T07:30:00Z,0,0,0,"0,931582285714286"
2023-01-01T07:31:00Z,0,0,0,"0,9312156"
2023-01-01T07:32:00Z,0,0,0,"0,930990857142857"
2023-01-01T07:33:00Z,0,0,0,"0,931209685714286"
2023-01-01T07:34:00Z,0,0,0,"0,931292485714285"
